id,segment_idx,show,year,date,festival,event_name,youtube_url,start_time_seconds,end_time_seconds,duration_seconds,text,source_row_index,model_text,model_decade,topic_initial,topic_final,topic_name_initial,topic_name_final,is_outlier_initial,is_outlier_final,max_topic_probability
132,23,Palta Meléndez,2007,2007-02-25,XLVIII,Festival Internacional de la Canción de Viña del Mar 2007,https://www.youtube.com/watch?v=ithOGNR4EXY,1460.0,1562.0,102.0,"tuvimos 4 años la cuaterna de don Patricio. O sea, antes. Y ahí estuvimos 4 años acostumbrados a que don Patricio nos dijera Pueblo de Chile, la verdad de las cosas que mi gobierno fue un gobierno de la conciliación en la transición a la conciliación de la emoción, de la ambición, de la contención, de la ambición del jefe de la guardia nacional. Por tanto, goberné en la medida lo posible. Y pido perdón porque gran parte de la familia chilena no se ha podido conciliar. Y quiero pedir perdón porque mucha gente lo está peleando en este país, por ejemplo, la malena está peleando con Roberto Duelle. Roberto su dueña está peleado con con René Naranjo. René Naranjo está peleado con la Patty Maldonado. La Patty Maldonado está peleado con la granada con la Mali Granada. La granada, la Mali Granada está peleada con el Chino Ríos. El Chino Ríos está peleado con la querita de la raíz. La querita de la raíz está peleada con la Daniela Campo. La Daniela Campo está peleada con Iván Zamorano. Zamorano está peleado con Marcelo Salas. Salas está peleado con la Karen Docken Bailer. Y la Karen Docken Bailer sigue peleado con Felipe Camiroaga que también está ya con mi nieta pasita. Fíjate, verdad. Verdad, verdad, verdad. Claro. Si hoy día esta cuestión de la farándula ya no tiene",1662,"tuvimos 4 años la cuaterna de don Patricio. O sea, antes. Y ahí estuvimos 4 años acostumbrados a que don Patricio nos dijera Pueblo de Chile, la verdad de las cosas que mi gobierno fue un gobierno de la conciliación en la transición a la conciliación de la emoción, de la ambición, de la contención, de la ambición del jefe de la guardia nacional. Por tanto, goberné en la medida lo posible. Y pido perdón porque gran parte de la familia chilena no se ha podido conciliar. Y quiero pedir perdón porque mucha gente lo está peleando en este país, por ejemplo, la malena está peleando con Roberto Duelle. Roberto su dueña está peleado con con René Naranjo. René Naranjo está peleado con la Patty Maldonado. La Patty Maldonado está peleado con la granada con la Mali Granada. La granada, la Mali Granada está peleada con el Chino Ríos. El Chino Ríos está peleado con la querita de la raíz. La querita de la raíz está peleada con la Daniela Campo. La Daniela Campo está peleada con Iván Zamorano. Zamorano está peleado con Marcelo Salas. Salas está peleado con la Karen Docken Bailer. Y la Karen Docken Bailer sigue peleado con Felipe Camiroaga que también está ya con mi nieta pasita. Fíjate, verdad. Verdad, verdad, verdad. Claro. Si hoy día esta cuestión de la farándula ya no tiene",2000,0,0,0_presidente_país_huevón_pesos,0_presidente_país_huevón_pesos,False,False,0.27886319952914074
132,24,Palta Meléndez,2007,2007-02-25,XLVIII,Festival Internacional de la Canción de Viña del Mar 2007,https://www.youtube.com/watch?v=ithOGNR4EXY,1562.0,1589.0,27.0,"A todos chatos, ya. Mucho Cawein, ¿ah? Mucho Cawein. Mucho Cawein. Sí. Habría que hacer un pleicito, ¿ah? Hacia usted el pleicito, ¿a quién le gusta el Cawein y a quién no le gusta el Cawein? Porque estamos chatos. Y a propósito de pleicito. Eh, el win salió gracias al pleicito que ahí yo me acuerdo estaba eh de presidente",1663,"A todos chatos, ya. Mucho Cawein, ¿ah? Mucho Cawein. Mucho Cawein. Sí. Habría que hacer un pleicito, ¿ah? Hacia usted el pleicito, ¿a quién le gusta el Cawein y a quién no le gusta el Cawein? Porque estamos chatos. Y a propósito de pleicito. Eh, el win salió gracias al pleicito que ahí yo me acuerdo estaba eh de presidente",2000,2,2,2_chiste_programa_hoy hoy_chistes,2_chiste_programa_hoy hoy_chistes,False,False,0.2709694649278273
132,25,Palta Meléndez,2007,2007-02-25,XLVIII,Festival Internacional de la Canción de Viña del Mar 2007,https://www.youtube.com/watch?v=ithOGNR4EXY,1594.0,1622.0,28.0,"El Augusto Cárcamo Carpio, presidente del Centro Alumni aquel entonces. No, el Augusto Cárcamo era buen compañero, un buen derecho. ¿Se murió o sí? ¿Se murió hace poco? No, el chato, el Augusto Cárcamo. ¿Y todavía está muerto? No somos nada, weón. Yo ahora yo no quiero nombrar mucho al Augusto Cárcamo porque el guaso era ese.",1664,"El Augusto Cárcamo Carpio, presidente del Centro Alumni aquel entonces. No, el Augusto Cárcamo era buen compañero, un buen derecho. ¿Se murió o sí? ¿Se murió hace poco? No, el chato, el Augusto Cárcamo. ¿Y todavía está muerto? No somos nada, weón. Yo ahora yo no quiero nombrar mucho al Augusto Cárcamo porque el guaso era ese.",2000,12,12,12_perro_perrito_selva_lobo,12_perro_perrito_selva_lobo,False,False,0.12459005898506158
132,26,Palta Meléndez,2007,2007-02-25,XLVIII,Festival Internacional de la Canción de Viña del Mar 2007,https://www.youtube.com/watch?v=ithOGNR4EXY,1622.0,1678.0,56.0,"Sí, yo huevón, capaz que se me aparezca de golpe y borrazo. Porque yo creo en estas cuestiones de estoplástica, huevón, estas cosas esotérica, huevón. Y aquí viene el punto, el punto. Ando espiritualizado yo. Insugestionado de diciembre el año pasado. Porque aquí hay mucha gente que me ha dicho, ""Que lo haga, que no lo haga, que lo imite, que no lo imite, huevón. Que se le puede aparecer, te puede tirar las patas, huevón."" Que esos espíritus se puedan posicionar de tu cuerpo, huevón, y después te tengas que sacar la chucha para sacártelo, huevón. Así que, quinta argara, no lo pienso imitarlo. No lo pienso hacer, huevón. Porque yo creo en esta cosa esotérica, huevón. Capaz que se me aparece.",1665,"Sí, yo huevón, capaz que se me aparezca de golpe y borrazo. Porque yo creo en estas cuestiones de estoplástica, huevón, estas cosas esotérica, huevón. Y aquí viene el punto, el punto. Ando espiritualizado yo. Insugestionado de diciembre el año pasado. Porque aquí hay mucha gente que me ha dicho, ""Que lo haga, que no lo haga, que lo imite, que no lo imite, huevón. Que se le puede aparecer, te puede tirar las patas, huevón."" Que esos espíritus se puedan posicionar de tu cuerpo, huevón, y después te tengas que sacar la chucha para sacártelo, huevón. Así que, quinta argara, no lo pienso imitarlo. No lo pienso hacer, huevón. Porque yo creo en esta cosa esotérica, huevón. Capaz que se me aparece.",2000,-1,0,-1____,0_presidente_país_huevón_pesos,True,False,0.075955710515789
132,27,Palta Meléndez,2007,2007-02-25,XLVIII,Festival Internacional de la Canción de Viña del Mar 2007,https://www.youtube.com/watch?v=ithOGNR4EXY,1682.0,1771.0,89.0,"Los tengo a todos identificados, señor. Aquí no se ve ni una antorcha así que yo no sepa, señor. Esta es una quinta dura, no es una quinta blanda, señor. Una pregunta le hago a Sergio Lago. El cuerpo que he poseído ha sufrido varias patadas en la raza. Por metete, falta Melende te van a dar la dura. Y ahora Toque de Gón, todos los programas de Faratula. Sírvase conectar. Y Russo, mira quién habla. Es usted, se usted, CNN, CNI, Nelson Perry, Nelson Mauri. A Toque de Gón.",1666,"Los tengo a todos identificados, señor. Aquí no se ve ni una antorcha así que yo no sepa, señor. Esta es una quinta dura, no es una quinta blanda, señor. Una pregunta le hago a Sergio Lago. El cuerpo que he poseído ha sufrido varias patadas en la raza. Por metete, falta Melende te van a dar la dura. Y ahora Toque de Gón, todos los programas de Faratula. Sírvase conectar. Y Russo, mira quién habla. Es usted, se usted, CNN, CNI, Nelson Perry, Nelson Mauri. A Toque de Gón.",2000,-1,27,-1____,27_soltera_bebé_arturo vidal_tinder,True,False,0.05428783698091521
132,28,Palta Meléndez,2007,2007-02-25,XLVIII,Festival Internacional de la Canción de Viña del Mar 2007,https://www.youtube.com/watch?v=ithOGNR4EXY,1776.0,1828.0,52.0,"Estoy aquí en la tierra con este güey de Publicis. Porque ando buscando a Carlos Pito. Para que filme la leyenda de mi vida. Porque unos dicen que hice el cuento el tío. Mucha gente quería que hiciera un mea culpa y me fui el día menos pensado de Dios. Antes de irme a abandonar este cuerpo, voy a mandar algunos comunicados. Los que ira, no tengo nada que hablar con vos. Moreira, el mal leal.",1667,"Estoy aquí en la tierra con este güey de Publicis. Porque ando buscando a Carlos Pito. Para que filme la leyenda de mi vida. Porque unos dicen que hice el cuento el tío. Mucha gente quería que hiciera un mea culpa y me fui el día menos pensado de Dios. Antes de irme a abandonar este cuerpo, voy a mandar algunos comunicados. Los que ira, no tengo nada que hablar con vos. Moreira, el mal leal.",2000,-1,2,-1____,2_chiste_programa_hoy hoy_chistes,True,False,0.052518268838452384
132,29,Palta Meléndez,2007,2007-02-25,XLVIII,Festival Internacional de la Canción de Viña del Mar 2007,https://www.youtube.com/watch?v=ithOGNR4EXY,1836.0,1904.0,68.0,"Pero me voy a demorar un poco, quizás bastante, porque no voy a ir a ver en el San Santiago. Senador Ayla dejó unas matitas sembradas en el fusto de los gordos. Ojalá el agustito no la haya vendido. La La Vaya a ganarla para dos de Nueva York. El día de la corbata. A las 6 de la tarde. Ah. Ah. Ah. Y ahí está ahí la vuelta. Dale, huevón, si hay a ganar a contigo. Y ahora me voy a hacer humo. Voy a dejar este cuerpo. Ah. ¿Qué pasó?",1668,"Pero me voy a demorar un poco, quizás bastante, porque no voy a ir a ver en el San Santiago. Senador Ayla dejó unas matitas sembradas en el fusto de los gordos. Ojalá el agustito no la haya vendido. La La Vaya a ganarla para dos de Nueva York. El día de la corbata. A las 6 de la tarde. Ah. Ah. Ah. Y ahí está ahí la vuelta. Dale, huevón, si hay a ganar a contigo. Y ahora me voy a hacer humo. Voy a dejar este cuerpo. Ah. ¿Qué pasó?",2000,-1,1,-1____,1_canción_almas_cantar_vivo vivo,True,False,0.05004206737049177
132,30,Palta Meléndez,2007,2007-02-25,XLVIII,Festival Internacional de la Canción de Viña del Mar 2007,https://www.youtube.com/watch?v=ithOGNR4EXY,1905.0,1959.0,54.0,"¿Qué pasó? Escucho voces, huevón. Todavía escucho voces raras, huevón. Escucha, parece que anda... ¡oh, que me siento raro! Ay, no sé quién es más. ¿Qué te duele? ¡Ay!",1669,"¿Qué pasó? Escucho voces, huevón. Todavía escucho voces raras, huevón. Escucha, parece que anda... ¡oh, que me siento raro! Ay, no sé quién es más. ¿Qué te duele? ¡Ay!",2000,-1,8,-1____,8_anthony_amas_your_you,True,False,0.06459346209237092
132,31,Palta Meléndez,2007,2007-02-25,XLVIII,Festival Internacional de la Canción de Viña del Mar 2007,https://www.youtube.com/watch?v=ithOGNR4EXY,1982.0,2024.0,42.0,"Buenas noches, pueblo de Chile. Nos habla el compañero presidente Salvador Allende Goss. Fantasma, Ghost, para los que estudian inglés en la academia de Luchujara, gran cantante del pueblo. Quiero decirles, compañeros, que vengo de un lugar lejano que me cogió hace 33 años",1670,"Buenas noches, pueblo de Chile. Nos habla el compañero presidente Salvador Allende Goss. Fantasma, Ghost, para los que estudian inglés en la academia de Luchujara, gran cantante del pueblo. Quiero decirles, compañeros, que vengo de un lugar lejano que me cogió hace 33 años",2000,-1,4,-1____,4_chileno_chile_argentino_chilenos,True,False,0.053810209265941135
132,32,Palta Meléndez,2007,2007-02-25,XLVIII,Festival Internacional de la Canción de Viña del Mar 2007,https://www.youtube.com/watch?v=ithOGNR4EXY,2025.0,2106.0,81.0,"Cuando mi brillante carrera política se terminó de golpe. Aquel lugar algunos le llaman el cielo. Y quiero decirles, compañeros, que en el cielo existe una restricta tolerancia cultural, religiosa y ideológica y la discriminación racial no tiene cabida. Y los hombres y mujeres tienen derecho a vivir una vida en paz y en armonía, ¿cómo les quedó el ojo? En el cielo no existen las luchas de clases ni clases de lucha, porque en el cielo no existe el arrivismo, el consumismo, el capitalismo, el socialismo, el comunismo. Lo único que existe allí es el catecismo, compañero. En el cielo no hay colas. quiero a que no hay filas en los negocios, en los almacenes, en las panaderías, así que el mundo gay puede morir en paz. Y en el cielo no hay colas en los bancos, porque en el cielo no existen los bancos, porque en el cielo no existe el dinero y como no existe el dinero no hay coimas ni sobre sueldos, o sea, no hay nadie de la concertación, compa.",1671,"Cuando mi brillante carrera política se terminó de golpe. Aquel lugar algunos le llaman el cielo. Y quiero decirles, compañeros, que en el cielo existe una restricta tolerancia cultural, religiosa y ideológica y la discriminación racial no tiene cabida. Y los hombres y mujeres tienen derecho a vivir una vida en paz y en armonía, ¿cómo les quedó el ojo? En el cielo no existen las luchas de clases ni clases de lucha, porque en el cielo no existe el arrivismo, el consumismo, el capitalismo, el socialismo, el comunismo. Lo único que existe allí es el catecismo, compañero. En el cielo no hay colas. quiero a que no hay filas en los negocios, en los almacenes, en las panaderías, así que el mundo gay puede morir en paz. Y en el cielo no hay colas en los bancos, porque en el cielo no existen los bancos, porque en el cielo no existe el dinero y como no existe el dinero no hay coimas ni sobre sueldos, o sea, no hay nadie de la concertación, compa.",2000,-1,1,-1____,1_canción_almas_cantar_vivo vivo,True,False,0.09495067158391547
132,33,Palta Meléndez,2007,2007-02-25,XLVIII,Festival Internacional de la Canción de Viña del Mar 2007,https://www.youtube.com/watch?v=ithOGNR4EXY,2115.0,2174.0,59.0,"En el cielo no existen los egos pegados al techo, ni niñitos ricos que juegan a ser pobres, que trabajan para la gente, pero sin la gente. O sea, no hay nadie de la Alianza por Chile, compañero. Es más, el otro día estuve en el San Pedro's Bar jugando un partido de dominó en duplas. Yo jugué con el almirante Merino. Porque en el cielo todos somos amigos. Allá no existen las divisiones por el poder, ni los cegos, ni las ambiciones políticas. Allá todos somos amigos, solo existe la bondad. Y el almirante me dice, ""Chicho."" Y yo le digo, ""Chicha."" Y él me dice y me susurra lo oigo, ""Mira, sí, señor, los pueblos gobernados en la tierra. En el",1672,"En el cielo no existen los egos pegados al techo, ni niñitos ricos que juegan a ser pobres, que trabajan para la gente, pero sin la gente. O sea, no hay nadie de la Alianza por Chile, compañero. Es más, el otro día estuve en el San Pedro's Bar jugando un partido de dominó en duplas. Yo jugué con el almirante Merino. Porque en el cielo todos somos amigos. Allá no existen las divisiones por el poder, ni los cegos, ni las ambiciones políticas. Allá todos somos amigos, solo existe la bondad. Y el almirante me dice, ""Chicho."" Y yo le digo, ""Chicha."" Y él me dice y me susurra lo oigo, ""Mira, sí, señor, los pueblos gobernados en la tierra. En el",2000,-1,4,-1____,4_chileno_chile_argentino_chilenos,True,False,0.08393517804329284
132,34,Palta Meléndez,2007,2007-02-25,XLVIII,Festival Internacional de la Canción de Viña del Mar 2007,https://www.youtube.com/watch?v=ithOGNR4EXY,2181.0,2209.0,28.0,"Y ahí ando penando Entonces, varios destacados van a estado haciéndose presente en la tierra como a Pablo Longueira que se le apareció su compañero y llamará",1673,"Y ahí ando penando Entonces, varios destacados van a estado haciéndose presente en la tierra como a Pablo Longueira que se le apareció su compañero y llamará",2000,-1,0,-1____,0_presidente_país_huevón_pesos,True,False,0.07816274721225412
132,35,Palta Meléndez,2007,2007-02-25,XLVIII,Festival Internacional de la Canción de Viña del Mar 2007,https://www.youtube.com/watch?v=ithOGNR4EXY,2218.0,2307.0,89.0,"Entonces, yo ando penando en la tierra y no puedo creer cómo han cambiado mis antiguos compañeros. Puta que están cambiados los compañeros. Cambiaron los Miguelitos por el Miguel Torres fina selección. La revolución del empanada y el vino tinto la cambiaron por el sushi y el baile. Me recuerdo para los primeros de mayo de mi gobierno desfilaban por los cordones industriales el pelado garretón y tantos otros compañeros con el puño en alto, con el pañuelo en la boca lleno de revolución y de chancho chino, subiéndose la citrola toda tirillenta con el pantalón de pata elefante y la ordinaria paineta pescadito en el bolsillo de atrás. Hoy día estos compañeros esperan el primero de mayo para irse a Cachagua a zapallar, a bichinear a los malls. Puta que están cambiados los compañeros. Y los cuatro dirigentes que van a defender la dignidad de los trabajadores, le tiran piedra a los otros trabajadores creyendo que Clotilde Plébez es una marca que se vino. ¿Qué les pasó, compañeros? Porque hoy más temprano que tarde el hombre libre camina por las grandes alamedas pagando TAC. De hecho, la que hice chilena esa trabajadora esforzada se colocó un TAC en la espalda porque te colocas abajo y te cobra todas las pasadas. Se siente, se siente allí en el",1674,"Entonces, yo ando penando en la tierra y no puedo creer cómo han cambiado mis antiguos compañeros. Puta que están cambiados los compañeros. Cambiaron los Miguelitos por el Miguel Torres fina selección. La revolución del empanada y el vino tinto la cambiaron por el sushi y el baile. Me recuerdo para los primeros de mayo de mi gobierno desfilaban por los cordones industriales el pelado garretón y tantos otros compañeros con el puño en alto, con el pañuelo en la boca lleno de revolución y de chancho chino, subiéndose la citrola toda tirillenta con el pantalón de pata elefante y la ordinaria paineta pescadito en el bolsillo de atrás. Hoy día estos compañeros esperan el primero de mayo para irse a Cachagua a zapallar, a bichinear a los malls. Puta que están cambiados los compañeros. Y los cuatro dirigentes que van a defender la dignidad de los trabajadores, le tiran piedra a los otros trabajadores creyendo que Clotilde Plébez es una marca que se vino. ¿Qué les pasó, compañeros? Porque hoy más temprano que tarde el hombre libre camina por las grandes alamedas pagando TAC. De hecho, la que hice chilena esa trabajadora esforzada se colocó un TAC en la espalda porque te colocas abajo y te cobra todas las pasadas. Se siente, se siente allí en el",2000,-1,5,-1____,5_colegio_niños_papá_hijo,True,False,0.0748025308680425
132,36,Palta Meléndez,2007,2007-02-25,XLVIII,Festival Internacional de la Canción de Viña del Mar 2007,https://www.youtube.com/watch?v=ithOGNR4EXY,2307.0,2325.0,18.0,...historia de la gente. ¡Viva el gobierno político! Gracias. Aquí queda demostrado que se puede hacer un gobierno con altura de mira. Muy buenas noches. Muchas gracias. Nos vemos. Gracias.,1675,...historia de la gente. ¡Viva el gobierno político! Gracias. Aquí queda demostrado que se puede hacer un gobierno con altura de mira. Muy buenas noches. Muchas gracias. Nos vemos. Gracias.,2000,21,21,21_buenas noches_noches_buenas_pecadora,21_buenas noches_noches_buenas_pecadora,False,False,0.4519524445725801
132,37,Palta Meléndez,2007,2007-02-25,XLVIII,Festival Internacional de la Canción de Viña del Mar 2007,https://www.youtube.com/watch?v=ithOGNR4EXY,2341.0,2392.0,51.0,"Eduardo, falta Meléndez, Juan Carlos, falta Meléndez, el Palta, nuestra historia reciente está acá haciéndose presente, uniéndonos a través de la risa, borrando todo tipo de divisiones, encontrando en el humor una forma también de conocernos. Gracias, Palta, por tu presentación. El Falta en Viña del Mar 2007. Sí. Sí, claro que sí. ¿Qué te parece, Sergio, si hacemos que vuelva a Falta Meléndez con más chistes, con más humor, ¿les parece? ¿Vamos entonces con eso? Ahí está. Porque nuestra historia Ahí está. Grande",1676,"Eduardo, falta Meléndez, Juan Carlos, falta Meléndez, el Palta, nuestra historia reciente está acá haciéndose presente, uniéndonos a través de la risa, borrando todo tipo de divisiones, encontrando en el humor una forma también de conocernos. Gracias, Palta, por tu presentación. El Falta en Viña del Mar 2007. Sí. Sí, claro que sí. ¿Qué te parece, Sergio, si hacemos que vuelva a Falta Meléndez con más chistes, con más humor, ¿les parece? ¿Vamos entonces con eso? Ahí está. Porque nuestra historia Ahí está. Grande",2000,3,3,3_humor_quinta_quinta vergara_vergara,3_humor_quinta_quinta vergara_vergara,False,False,0.5268288101972419
132,38,Palta Meléndez,2007,2007-02-25,XLVIII,Festival Internacional de la Canción de Viña del Mar 2007,https://www.youtube.com/watch?v=ithOGNR4EXY,2397.0,2498.0,101.0,"Falta, gracias por la presentación. Nuestra historia también es para la risa. Bueno, y hemos llegado a los tiempos actuales en este recorrido de la generación machuca el primer damo. Y hoy día hay una gran pregunta que nos hacemos todos los chilenos de quién es el hombre que realmente está detrás de Michelle. Porque a nadie le falta Dios. Y ese lugar, ese puesto, yo quiero que juguemos acá al imaginario colectivo porque en la historia de todos los presidentes de nuestro país siempre han existido las primeras damas que han se han hecho cargo de todas las corporaciones femeninas y hoy día ese puesto en la administración actual es muy apetecido por las administraciones públicas porque si la presidente tuviese pareja existiría el primer dama. Estaría rodeado de puras mujeres todo el año, un cafiché con anemia. Entonces, imagínese este gallo rodeado con todos los centros de madre del país reunido con todas las mujeres en un salón del Congreso Nacional. Las mujeres al mando del país las mujeres Al mando del control de la tele, al mando de la sexualidad, cuando ella quiere.",1677,"Falta, gracias por la presentación. Nuestra historia también es para la risa. Bueno, y hemos llegado a los tiempos actuales en este recorrido de la generación machuca el primer damo. Y hoy día hay una gran pregunta que nos hacemos todos los chilenos de quién es el hombre que realmente está detrás de Michelle. Porque a nadie le falta Dios. Y ese lugar, ese puesto, yo quiero que juguemos acá al imaginario colectivo porque en la historia de todos los presidentes de nuestro país siempre han existido las primeras damas que han se han hecho cargo de todas las corporaciones femeninas y hoy día ese puesto en la administración actual es muy apetecido por las administraciones públicas porque si la presidente tuviese pareja existiría el primer dama. Estaría rodeado de puras mujeres todo el año, un cafiché con anemia. Entonces, imagínese este gallo rodeado con todos los centros de madre del país reunido con todas las mujeres en un salón del Congreso Nacional. Las mujeres al mando del país las mujeres Al mando del control de la tele, al mando de la sexualidad, cuando ella quiere.",2000,15,15,15_hombres_mujeres_mujer_hombre,15_hombres_mujeres_mujer_hombre,False,False,0.5636889827265747
132,39,Palta Meléndez,2007,2007-02-25,XLVIII,Festival Internacional de la Canción de Viña del Mar 2007,https://www.youtube.com/watch?v=ithOGNR4EXY,2500.0,2589.0,89.0,"Son así, son así, la queremos así, la queremos así, no dormían en la casa y se tomaron el control del país. Son las mujeres, al mando del país las mujeres, al mando del control de las redes, al mando de la sexualidad Yes, porque yo las amo, soy su primer damo, las seres felices a todas yo lo deseo, soy Macabeo. Mis mujeres, ñam. Mujeres de mi patria, como primer damo, quiero decirles que bajo mi mi administración no quiero ver ninguna glándula mamaria. siendo violentada por la fuerza de gravedad. Mi primer plan de gobierno se llama mujer a pechuga conmigo. Cuyo lema será un pecho para sí. Con esta medida levantaremos a todos los caídos y quiero que no quiero ver a ninguna mujer de mi país sin distinción de edad, clase o estado civil tengan todas la posibilidad de usar push-up. Las quiero todas ricas.",1678,"Son así, son así, la queremos así, la queremos así, no dormían en la casa y se tomaron el control del país. Son las mujeres, al mando del país las mujeres, al mando del control de las redes, al mando de la sexualidad Yes, porque yo las amo, soy su primer damo, las seres felices a todas yo lo deseo, soy Macabeo. Mis mujeres, ñam. Mujeres de mi patria, como primer damo, quiero decirles que bajo mi mi administración no quiero ver ninguna glándula mamaria. siendo violentada por la fuerza de gravedad. Mi primer plan de gobierno se llama mujer a pechuga conmigo. Cuyo lema será un pecho para sí. Con esta medida levantaremos a todos los caídos y quiero que no quiero ver a ninguna mujer de mi país sin distinción de edad, clase o estado civil tengan todas la posibilidad de usar push-up. Las quiero todas ricas.",2000,15,15,15_hombres_mujeres_mujer_hombre,15_hombres_mujeres_mujer_hombre,False,False,1.0
132,40,Palta Meléndez,2007,2007-02-25,XLVIII,Festival Internacional de la Canción de Viña del Mar 2007,https://www.youtube.com/watch?v=ithOGNR4EXY,2590.0,2649.0,59.0,"En este mismo plan de abono en mi mujer chilena también tengo el trabajo que se llama mujer ayuna o te corcheteo la guata que será una medida paliativa para aquellas mujeres que tienen el diente largo y poca fuerza voluntad. Bajo mi gobierno como primer damo ninguna tendrá que someterse al suplicio de depilarse. Podrán dejarse crecer los cañones en la medida que no se roviesen con los pelos. O tendrán la opción que el rebaje corto, el rebaje medio, media pierna, pierna entera, el mohicano, el picotito de Hitler o el Ronaldo sea realizado a borrayo en lazo. Para de sufrir, mujer chilena. Para. Vamos a luchar contra ese machismo atávico esclerotico porque todavía hay hombres machistas que piensan que las mujeres son como los huracanes porque llegan a la vida de",1679,"En este mismo plan de abono en mi mujer chilena también tengo el trabajo que se llama mujer ayuna o te corcheteo la guata que será una medida paliativa para aquellas mujeres que tienen el diente largo y poca fuerza voluntad. Bajo mi gobierno como primer damo ninguna tendrá que someterse al suplicio de depilarse. Podrán dejarse crecer los cañones en la medida que no se roviesen con los pelos. O tendrán la opción que el rebaje corto, el rebaje medio, media pierna, pierna entera, el mohicano, el picotito de Hitler o el Ronaldo sea realizado a borrayo en lazo. Para de sufrir, mujer chilena. Para. Vamos a luchar contra ese machismo atávico esclerotico porque todavía hay hombres machistas que piensan que las mujeres son como los huracanes porque llegan a la vida de",2000,15,15,15_hombres_mujeres_mujer_hombre,15_hombres_mujeres_mujer_hombre,False,False,1.0
132,41,Palta Meléndez,2007,2007-02-25,XLVIII,Festival Internacional de la Canción de Viña del Mar 2007,https://www.youtube.com/watch?v=ithOGNR4EXY,2650.0,2708.0,58.0,"los hombres húmedas y salvajes. Y cuando se van te dejan sin techo, sin auto, sin la obra porque se llevan toda la wea. Basta. Basta discriminación, mujeres. Mandaré un proyecto de ley al Congreso Nacional para que todas las mujeres de mi país puedan salir hasta el otro día sin avisarle a sus respectivos maridos. Libérate, mujer chilena. Este es el año de ustedes. Voy a crear una cárcel isla. para enviar allí a todas las suegras metiches y los hombres mamones que hacen comparaciones odiosas entre sus suegras y sus esposas, una cárcel que quede a la cresta del mundo donde no llegue ni el Carlos Piquet. Mujeres, les advierto a los hombres ya de de mi país desde ya que a partir del lunes queda prohibido hacer pipí de pie.",1680,"los hombres húmedas y salvajes. Y cuando se van te dejan sin techo, sin auto, sin la obra porque se llevan toda la wea. Basta. Basta discriminación, mujeres. Mandaré un proyecto de ley al Congreso Nacional para que todas las mujeres de mi país puedan salir hasta el otro día sin avisarle a sus respectivos maridos. Libérate, mujer chilena. Este es el año de ustedes. Voy a crear una cárcel isla. para enviar allí a todas las suegras metiches y los hombres mamones que hacen comparaciones odiosas entre sus suegras y sus esposas, una cárcel que quede a la cresta del mundo donde no llegue ni el Carlos Piquet. Mujeres, les advierto a los hombres ya de de mi país desde ya que a partir del lunes queda prohibido hacer pipí de pie.",2000,15,15,15_hombres_mujeres_mujer_hombre,15_hombres_mujeres_mujer_hombre,False,False,1.0
132,42,Palta Meléndez,2007,2007-02-25,XLVIII,Festival Internacional de la Canción de Viña del Mar 2007,https://www.youtube.com/watch?v=ithOGNR4EXY,2710.0,2769.0,59.0,"Los hombres van a tener que aprender a orinar sentado porque parte de mi gobierno vamos a mear con igualdad. Mujeres de mi país. Lucharé contra el flagelo de la impotencia para que la señora Juanita no tenga que quedarse pegada mirando el techo su pieza mientras el patán de su marido se calienta con las minas de la tele. mano dura a los hombres que se queden dormidos después del acto. Y una mano blanda y acaridora para los eyaculadores precoces. Mujeres, así como se ha creado grandes instituciones, otras primeras damas formaron SEEMA Chile, yo he fumado semen Chile. De cementer, papá. El senado conmigo sabe llamarse mami. Y he formado el",1681,"Los hombres van a tener que aprender a orinar sentado porque parte de mi gobierno vamos a mear con igualdad. Mujeres de mi país. Lucharé contra el flagelo de la impotencia para que la señora Juanita no tenga que quedarse pegada mirando el techo su pieza mientras el patán de su marido se calienta con las minas de la tele. mano dura a los hombres que se queden dormidos después del acto. Y una mano blanda y acaridora para los eyaculadores precoces. Mujeres, así como se ha creado grandes instituciones, otras primeras damas formaron SEEMA Chile, yo he fumado semen Chile. De cementer, papá. El senado conmigo sabe llamarse mami. Y he formado el",2000,15,15,15_hombres_mujeres_mujer_hombre,15_hombres_mujeres_mujer_hombre,False,False,1.0
